Shalathra,0.13590494791666669,0.05787037037037037
Northern Schataria,0.2555338541666667,0.12268518518518519
Azealon,0.18717447916666669,0.2337962962962963
Travaria,0.29541015625,0.30787037037037035
North Valoran,0.2099609375,0.41898148148148145
South Valoran,0.146484375,0.5682870370370371
Terrafen,0.0927734375,0.7048611111111112
The Kingdom of Sun,0.21809895833333334,0.6400462962962963
Wraithilles,0.2775065104166667,0.47453703703703703
Northern Arlas,0.2799479166666667,0.6956018518518519
Hagros,0.39632161458333337,0.6180555555555556
Arlas Barrens,0.31819661458333337,0.7581018518518519
Zeish,0.3385416666666667,0.8668981481481481
Agashar,0.4443359375,0.7766203703703703
Southern Arlas,0.41829427083333337,0.8483796296296297
Gilacian Isles,0.3138932291666667,0.12410185185185186
White Tundra,0.36946614583333337,0.0725462962962963
Fridigia,0.458984375,0.08680555555555555
Drakeland,0.4899088541666667,0.3125
Ssizara,0.5818684895833334,0.32407407407407407
Azissa,0.6509036458333334,0.2906851851851855
Shajera,0.6903385416666667,0.4286944444444444
Western Arillia,0.5078125,0.5300925925925926
Inghal,0.5859375,0.5613425925925926
Myridia,0.6632486979166667,0.5590277777777778
Dreadmarch,0.7218424479166667,0.5254629629629629
Southern Arillia,0.72021484375,0.7546296296296297
Druhm,0.7763671875,0.49189814814814814
Aroya,0.78125,0.6527777777777778
Azure Kingdom,0.9293619791666667,0.48032407407407407
Western Algos,0.7755533854166667,0.8217592592592593
Eastern Algos,0.8624921875,0.8800462962962963
Velis,0.6887109375,0.9251944444444444
Uria,0.6526484375,0.06789814814814815
Lunador,0.7828776041666667,0.05324074074074074
Veylor,0.67138671875,0.2326388888888889
Central Urza,0.7779947916666667,0.19560185185185186
Solador,0.6901041666666667,0.3125
Glendara,0.7975260416666667,0.38657407407407407
Eastern Urza,0.87646484375,0.26273148148148145
Glice,0.423984375,0.16680555555555555
Boria,0.8824921875,0.7250462962962963
